"unique_id","survey_id","country","incentive","participation_context","duration","start_date","end_date","university","eligibility_ug","eligibility_stats","degree_level_maths","degree_level_maths_specify","degree_year","age","gender","math_edu_grade","math_edu_grade_sat","math_edu_grade_act","math_edu_grade_gcse","math_edu_grade_a_level","math_edu_mths","stats_edu_grade","stats_edu_grade_edited","stats_edu_first_module","stats_edu_module_1","stats_edu_grade_1","stats_edu_grade_2","all_stats_modules","is_university","is_stats_module","average_overall_grade","is_stats_module_code","mod_start_date","mod_end_date","software_excel","software_jamovi","software_jasp","software_r","software_sas","software_spss_amos","software_spss_stats","software_none","software_other","software_specify","freq_or_bayes","topic_covariates","topic_algebra","topic_anova","topic_bayes_factors","topic_bayes_theorem","topic_bootstrapping","topic_calculus","topic_casual_inference","topic_causality","topic_conf_ints","topic_correlation","topic_data_wrangling","topic_data_vis","topic_distributions","topic_descriptive_stats","topic_effect_sizes","topic_exp_design","topic_factor_analysis","topic_moderation","topic_linear_models","topic_logistic_reg","topic_mediation","topic_meta_analysis","topic_assumptions","topic_multi_comparisons","topic_multi_regression","topic_non_para","topic_nhst","topic_ols","topic_open_science","topic_philosophy","topic_probability","topic_psychometrics","topic_qual","topic_reliability","topic_regression","topic_rep_crisis","topic_report_writing","topic_robust_tests","topic_power","topic_software","topic_ttest","STARS_TestAnxiety","STARS_InterpretationAnxiety","STARS_HelpAnxiety","STARS_Total","STICSA_Cognitive","STICSA_Somatic","STICSA_Total","RTAS_Worry","RTAS_Tension","RTAS_TestIrrelevantThinking","RTAS_BodilySymptoms","RTAS_Total","BFNE_Total","LSAS_SocialInteraction","LSAS_Performance","LSAS_Total","IUS_Prospective","IUS_Inhibitory","IUS_Total","CAS_creativity","CAS_noncreativity","NGSE_Mean","ATMS_Persistence_Total"
"bc3b444f","bournemouth","England","Credits",NA,1587,"25/02/2021","25/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","4",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",39,50,20,109,36,29,65,23,23,16,20,82,37,39,45,84,25,19,44,29,18,3.375,21
"bf4b31ab","bournemouth","England","Credits",NA,2926,"7/3/2021","7/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","C",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",30,34,10,74,35,25,60,21,22,12,15,70,31,26,37,63,15,19,34,20,27,2.875,22
"bf8a5a7f","bournemouth","England","Credits",NA,1126,"11/3/2021","11/3/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","A",NA,"Not Administered","Not Administered","Not Administered","No","Qualitative and Quantitative Methods","63","68","Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,37,20,93,35,26,61,28,21,13,26,88,40,41,47,88,30,29,59,37,36,1.625,23
"bf8fd731","bournemouth","England","Credits",NA,1530,"11/3/2021","11/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","C",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",40,45,20,105,34,31,65,28,24,20,28,100,40,42,50,92,30,29,59,18,38,3.625,23
"c3ffdab1","bournemouth","England","Credits",NA,1533,"25/02/2021","25/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","No","Experimental Methods and statistical Analysis","57",NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",30,34,14,78,29,30,59,21,21,20,15,77,19,25,36,61,13,7,20,24,16,2.75,20
"c45d7153","bournemouth","England","Credits",NA,998,"1/4/2021","1/4/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","6",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,27,11,67,29,30,59,17,18,11,17,63,30,29,31,60,20,18,38,19,19,2.875,25
"cb3df575","bournemouth","England","Credits",NA,2050,"28/02/2021","28/02/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","C",NA,"Not Administered","Not Administered","Not Administered","No","research Methods and Statistics","62","58","Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,9,39,18,19,37,15,14,9,16,54,31,34,41,75,15,12,27,18,25,4,30
"cccd3ff9","bournemouth","England","Credits",NA,1741,"7/3/2021","7/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","8","B","Not Administered","Not Administered","Not Administered","No","Experimental Methods and statistical Analysis",NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",36,43,20,99,38,33,71,24,24,16,23,87,39,40,46,86,24,27,51,33,15,2.125,18
"cf1d6628","bournemouth","England","Credits",NA,5921,"24/02/2021","24/02/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","c",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,9,52,25,25,50,21,17,13,17,68,28,34,38,72,17,20,37,24,16,3.375,20
"cf392a77","bournemouth","England","Credits",NA,1845,"16/03/2021","16/03/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","C",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,42,15,91,27,13,40,16,21,9,15,61,30,37,41,78,20,21,41,32,20,3.625,29
"d133ab17","bournemouth","England","Credits",NA,3986,"8/3/2021","8/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","8",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",27,22,12,61,21,23,44,21,21,12,17,71,32,23,25,48,14,10,24,24,17,3.5,25
"d134f72d","bournemouth","England","Credits",NA,2065,"9/3/2021","9/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","5 (high C)",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",35,47,15,97,30,15,45,24,19,12,18,73,37,32,42,74,21,19,40,33,32,3.25,23
"d3c90534","bournemouth","England","Credits",NA,2034,"16/03/2021","16/03/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","22-25","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","No","Experimental methods and statistical analysis (EMSA)","76.2","79","Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,30,12,73,32,29,61,22,23,15,27,87,16,23,27,50,16,14,30,23,18,3.625,26
"d4c0f074","bournemouth","England","Credits",NA,1494,"15/03/2021","15/03/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",26,30,18,74,36,31,67,21,23,16,23,83,32,37,35,72,28,29,57,30,18,2.625,15
"d4f7ba66","bournemouth","England","Credits",NA,1442,"25/02/2021","25/02/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","C",NA,"Not Administered","Not Administered","Not Administered","No","Experimental Research Methods and Statistics","60.55",NA,"Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,30,13,72,17,20,37,23,22,13,13,71,20,32,34,66,12,20,32,18,22,3.625,23
"d74d7888","bournemouth","England","Credits",NA,1431,"22/03/2021","22/03/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","5",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",32,37,14,83,24,17,41,27,22,14,11,74,40,23,30,53,18,16,34,22,21,3,25
"db88cc11","bournemouth","England","Credits",NA,1451,"26/02/2021","26/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","6",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",22,24,6,52,14,11,25,15,13,7,11,46,15,16,25,41,13,7,20,15,11,3.25,22
"df0ac4c2","bournemouth","England","Credits",NA,1128,"7/3/2021","7/3/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","5","N/A","Not Administered","Not Administered","Not Administered","No","Experimental Methods and Statistcial Analysis (EMSA)","58","48","Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,54,19,112,27,17,44,13,14,12,11,50,38,39,40,79,24,20,44,28,29,3.375,22
"df7f41d2","bournemouth","England","Credits",NA,1371,"9/3/2021","9/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered",NA,NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",29,27,5,61,12,11,23,20,18,5,12,55,20,20,27,47,18,14,32,13,15,4.125,29
"df97223f","bournemouth","England","Credits",NA,3075,"24/02/2021","24/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","B",NA,"Not Administered","Not Administered","Not Administered","No","Experimental Methods and statistical Analysis",NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",31,37,14,82,37,22,59,23,23,19,17,82,38,34,39,73,27,26,53,30,24,3.25,25
"f014b7d8","bournemouth","England","Credits",NA,1995,"21/03/2021","21/03/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","4",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",29,18,12,59,11,13,24,13,17,9,11,50,10,13,27,40,8,8,16,20,10,4.125,22
"f07bf0f4","bournemouth","England","Credits",NA,1322,"26/02/2021","26/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","4",NA,"Not Administered","Not Administered","Not Administered","No",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",22,24,5,51,19,17,36,16,14,10,8,48,23,19,26,45,9,8,17,18,12,3.75,23
"f0cfd389","bournemouth","England","Credits",NA,1417,"25/02/2021","25/02/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","B",NA,"Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,27,10,61,16,13,29,17,23,9,17,66,31,22,31,53,23,21,44,20,15,3.625,30
"f13d0441","bournemouth","England","Credits",NA,77163,"16/03/2021","17/03/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","6",NA,"Not Administered","Not Administered","Not Administered","No","EMSA","68","63","Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,37,12,89,36,17,53,17,22,12,18,69,40,41,44,85,28,27,55,21,10,3.25,26
"f16cd604","bournemouth","England","Credits",NA,2326,"21/03/2021","21/03/2021","Bournemouth University","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","C",NA,"Not Administered","Not Administered","Not Administered","No","Research methods and Statistics 1","65",NA,"Statistics and Research Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,12,70,32,18,50,20,22,10,20,72,27,24,31,55,18,17,35,15,11,4.25,33
"f1fffc73","bournemouth","England","Credits",NA,1288,"25/02/2021","25/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","4",NA,"Not Administered","Not Administered","Not Administered","No","Experimental methods and stastical analysis","70",NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",30,38,16,84,35,39,74,17,22,10,28,77,34,36,38,74,26,21,47,21,14,3.875,31
"f2b54aba","bournemouth","England","Credits",NA,1741,"9/3/2021","9/3/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","A","C","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",14,16,4,34,22,17,39,10,12,10,8,40,24,23,31,54,12,12,24,24,16,3.875,25
"f58af443","bournemouth","England","Credits",NA,3182,"25/02/2021","25/02/2021","Bournemouth University","Yes","Yes","No",NA,"1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","C","C","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Experimental Methods and Statistical Analysis","Bournemouth University","Experimental methods and statistical analysis","57","EMSA","25/09/2020","5/12/2020","Excel",NA,"JASP","R/RStudio",NA,NA,NA,NA,NA,NA,"Frequentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probability",NA,NA,NA,"Regression",NA,"Report writing",NA,NA,"Statistical software","T-test",21,33,4,58,24,23,47,17,17,6,13,53,31,33,36,69,20,18,38,16,19,3.125,30
